location,lat,long,sentiment
الهمي,33.9175,35.7147,0.08119660513586568
الهوايا,33.2133,35.4775,0.20454545454545453
الهويش,34.4986,36.1167,0.1707251082251082
الوادي,34.2,35.8833,0.008531746031746033
الورداني,33.1983,35.2958,-0.006682900432900436
الوردانية,33.6128,35.4336,-0.3
الوردية,33.8972,35.4858,-0.0420184293675673
الوزان,33.4167,35.5083,0.06233307212965232
الوزاني,33.2756,35.6228,0.0038766571969696983
الوطايا,34.2444,35.7386,0.0
الوطى,34.1931,35.6347,0.13016064664502164
الويديان,33.4431,35.5528,-0.0055658627087198514
الوينات,34.1072,35.7478,-0.1
اموس,34.5175,36.3125,0.07142857142857142
انة,34.3464,36.4833,0.0762495481088469
انصارية,33.4109,35.2793,-0.1
اهدن,34.1403,35.6643,0.08581040669856459
ايا,34.2403,35.7822,0.10407969200937951
ايحة,33.5002,35.876,0.009056122448979596
باريش,33.2728,35.3525,-0.051041666666666666
بافلية,33.2614,35.3667,0.156
بالوع,33.8156,35.5369,0.025055803571428573
بان,34.2778,35.9547,-0.006101190476190482
ببنين,34.4992,35.9931,0.4375
بتبيات,33.8356,35.7078,0.6
بتدعي,34.1122,36.1061,0.521875
بترومين,34.3653,35.8092,0.0
بترون,34.2553,35.6581,0.00701641414141414
بتعلين,33.8547,35.6736,0.159375
بتلون,33.6956,35.6531,0.07142857142857142
بجة,34.18,35.715,0.40694444444444444
بحبوش,34.2775,35.8297,0.17485119047619047
بحديدات,34.1492,35.7067,0.1945970117845118
بحرصاف,33.9142,35.6672,0.225
بحمدون,33.795,35.6511,0.4
بحنين,34.4994,35.9513,0.06704545454545455
بدبا,34.3472,35.8202,0.08442629872142986
بدغان,33.7675,35.6714,0.003030303030303022
بدنايل,34.2908,35.7342,0.0
بديهون,34.3364,35.7564,0.060458152958152975
بدّة,33.6592,35.6011,-0.06388888888888888
بدّوع,34.4897,35.9911,-0.04560185185185185
براريخا,34.2169,35.8158,-0.041666666666666664
برتي,33.5211,35.4833,0.25
برسا,34.3878,35.8314,-0.0012419871794871772
برغص,33.4136,35.6253,-0.35
برقتا,34.0689,35.79,0.163538115530303
برمانا,33.9936,35.7928,-0.10277777777777779
برهاليون,34.2589,35.8768,-0.5714285714285715
بريح,34.0961,35.6545,0.1343112244897959
بريقع,33.3412,35.3828,0.062380952380952384
برينصا,33.3222,35.4786,0.19444444444444442
بزحل,34.0792,35.6992,0.25
بزمار,33.9881,35.6839,0.0
بزون,34.2492,36.3528,0.004674122174122179
بزيتا,34.4475,36.08,0.4333333333333333
