date,year,month,day,new_cases,new_deaths,local,travelers,prev_cases,prev_deaths,total_cases,total_deaths,month_avg_ratio,cumulative_avg_ratio,diff_avg_ratio,simple_ratio
8/16/2020,2020,8,16,439,6,1,0,397,3,8893,114,0.1590073529411764,0.8475593517604576,-0.338156526052663,-0.7960541779451634
8/17/2020,2020,8,17,456,2,1,0,439,6,9349,116,-0.3290441176470589,0.5011138901535674,-0.20240097423415285,-0.38721052214463886
8/18/2020,2020,8,18,421,2,1,0,456,2,9770,118,-0.36121323529411764,0.3524659680840252,0.0747635664327424,0.9595059480608321
8/19/2020,2020,8,19,589,2,1,0,421,2,10359,120,-0.20680147058823528,0.7395126833744441,-1.0,0.09532182580144624
8/20/2020,2020,8,20,605,4,1,0,589,2,10964,124,0.059742647058823595,0.864502797484866,-0.19166769309421255,-0.8325762488063098
8/21/2020,2020,8,21,628,3,1,0,605,4,11592,127,-0.04503676470588236,0.7602174423742298,-0.2266281455409734,-0.16773202370892656
8/22/2020,2020,8,22,611,5,1,0,628,3,12203,132,0.19117647058823528,0.8079323332387591,-0.027034937099635434,0.1415909483267761
8/23/2020,2020,8,23,507,2,1,0,611,5,12710,134,-0.2821691176470589,0.2876601021568246,0.40622194355303975,0.5936514199573052
8/24/2020,2020,8,24,457,3,1,0,507,2,13167,137,-0.20220588235294112,0.22500406400847672,0.12980293914226662,0.06867103536696431
8/25/2020,2020,8,25,532,12,1,0,457,3,13699,149,0.9999999999999998,1.0,-0.469958504251682,-0.6402570263032761
8/26/2020,2020,8,26,561,1,1,0,532,12,14260,150,-0.35845588235294124,0.20526345354380005,-0.24760184489247386,-0.5115015854610552
8/27/2020,2020,8,27,689,7,1,0,561,1,14949,157,0.5147058823529413,0.8386255322367566,-0.7090532632677475,-0.5600955715347554
8/28/2020,2020,8,28,676,2,1,0,689,7,15625,159,-0.12683823529411764,0.4019133491273279,-0.053166455116126006,0.6132030612153349
8/29/2020,2020,8,29,662,7,1,0,676,2,16287,166,0.48988970588235303,0.6799904495365223,-0.04857341405969624,0.3107571038274429
8/30/2020,2020,8,30,595,5,1,0,662,7,16882,171,0.17647058823529393,0.3813350562670934,0.1908675365573272,0.7958674343801762
8/31/2020,2020,8,31,438,7,1,0,595,5,17320,178,0.2840073529411764,0.21858759124495086,0.5867415649070784,-0.04363234594836506
9/1/2020,2020,9,1,469,4,1,0,438,7,17789,182,-0.5100324656072107,0.04981543222843898,-0.24411513546376976,-0.24639285739632794
9/2/2020,2020,9,2,598,6,1,0,469,4,18387,188,-0.31861509724857684,0.36360657310919087,-0.6606268640400091,-0.82064972214138
9/3/2020,2020,9,3,588,2,1,0,598,6,18975,190,-0.5755307163187856,0.060942569396529755,-0.07048246777447661,0.6394578324430089
9/4/2020,2020,9,4,527,4,1,0,588,2,19502,194,-0.48058363970588236,0.07539409109195794,0.1405434626391191,0.1538986255462718
9/5/2020,2020,9,5,531,4,1,0,527,4,20033,198,-0.4785526861954459,0.06192790319266628,-0.12809212020811095,-0.051185061606009906
9/6/2020,2020,9,6,415,4,1,0,531,4,20448,202,-0.5374503379981025,-0.1251443621566123,0.3645256857484455,0.8847471955138968
9/7/2020,2020,9,7,400,9,1,0,415,4,20848,211,-0.2302686195445921,0.14670090100206967,-0.05171178800795922,0.21887136436059662
9/8/2020,2020,9,8,498,7,1,0,400,9,21346,218,-0.30642937618595834,0.14419256948674586,-0.5043791942529532,-0.06857832343799034
9/9/2020,2020,9,9,553,5,1,0,498,7,21899,223,-0.4044228830645161,0.0824088157848688,-0.32770837858179186,-0.15342458332580938
9/10/2020,2020,9,10,560,7,1,0,553,5,22459,230,-0.2749495967741935,0.18885696772422356,-0.1389832319566406,-0.9529868045649073
9/11/2020,2020,9,11,546,10,1,0,560,7,23005,240,-0.0931792575901329,0.3143627924896817,-0.05706301556350703,0.08992510699001427
9/12/2020,2020,9,12,686,10,1,0,546,10,23691,250,-0.022095884724857684,0.46561696212140924,-0.6593160150007732,0.05251001969974867
9/13/2020,2020,9,13,641,2,1,0,686,10,24332,252,-0.5486205823055028,-0.05656148955673779,0.059186503080490865,0.5433282870922976
9/14/2020,2020,9,14,547,5,1,0,641,2,24879,257,-0.4074693133301708,-0.025754600185396104,0.2432380361168035,0.18402111833403437
9/15/2020,2020,9,15,592,6,1,0,547,5,25471,263,-0.3216615275142315,0.06909426443269107,-0.2787730921989502,-0.9822854684213458
9/16/2020,2020,9,16,634,7,1,0,592,6,26105,270,-0.23737695683111948,0.15505158933782415,-0.2667820107122352,-1.0
9/17/2020,2020,9,17,685,4,1,0,634,7,26790,274,-0.4003609760436433,0.03796322776610217,-0.29911715027571684,-0.24198520709032287
9/18/2020,2020,9,18,750,18,1,0,685,4,27540,292,0.5140758420303604,0.7964110844206658,-0.3489602472863016,-0.6542552966661382
9/19/2020,2020,9,19,779,5,1,0,750,18,28319,297,-0.2896740097248577,0.14725630166127623,-0.2165518769217155,-0.41654872144737165
9/20/2020,2020,9,20,1006,11,1,0,779,5,29325,308,0.20333995493358636,0.6625860718163274,-0.9308797366663517,-0.7035015730198414
9/21/2020,2020,9,21,684,10,1,0,1006,11,30009,318,-0.023111361480075976,0.23019980827969277,1.0000000000000002,0.7831707717641757
9/22/2020,2020,9,22,851,8,1,0,684,10,30860,326,-0.06423817006641375,0.28973085062607473,-0.6542900437915169,-0.05714314450901931
9/23/2020,2020,9,23,940,13,1,0,851,8,31800,339,0.29574833965844394,0.5795746903370187,-0.3929990807810693,-0.8574516531212133
9/24/2020,2020,9,24,1027,1,1,0,940,13,32827,340,-0.41559312737191645,0.08872778221361921,-0.3833706702372402,-0.4974631687194211
9/25/2020,2020,9,25,1143,4,1,0,1027,1,33970,344,-0.16781679909867164,0.31173031395334627,-0.4697820553491564,-0.6610912149414514
9/26/2020,2020,9,26,1280,7,1,0,1143,4,35250,351,0.09062203510436428,0.5424140976441019,-0.5276799844006392,-0.8277455197931526
9/27/2020,2020,9,27,1012,7,1,0,1280,7,36262,358,-0.04545185009487673,0.26098711145006925,0.6859835550275961,0.8895380111745126
9/28/2020,2020,9,28,1018,4,1,0,1012,7,37280,362,-0.2312840962998104,0.10844056691981696,-0.12886907460254382,-0.2781553529572778
9/29/2020,2020,9,29,1105,10,1,0,1018,4,38385,372,0.19064649549335866,0.4274637213090715,-0.3610593104377514,-0.7522328584676491
9/30/2020,2020,9,30,1257,6,1,0,1105,10,39642,378,0.015984493595825322,0.35210292876808746,-0.5430334391997511,-0.20239473026184138
