date,year,month,day,new_cases,new_deaths,prev_cases,prev_deaths,total_cases,total_deaths,month_avg_ratio,cumulative_avg_ratio,diff_avg_ratio,simple_ratio
9/9/2020,2020,9,9,560,7,553,5,22438,212,-0.29351782390041947,0.1488085546621114,0.0840402296618295,-1.0
9/10/2020,2020,9,10,546,10,560,7,22984,222,-0.13289433469478473,0.2089080336612128,0.18807840091897388,0.09063096853367436
9/11/2020,2020,9,11,676,6,546,10,23660,228,-0.28474975886828846,0.24042225560801112,-0.5271782516630249,-0.1756797272781061
9/12/2020,2020,9,12,573,2,676,6,24233,230,-0.5670068310728476,-0.07337875581467801,0.6167456283049741,0.5904702181148207
9/13/2020,2020,9,13,540,1,573,2,24773,231,-0.6416286611335373,-0.1713178779354645,0.27513447754896114,0.7347127825819524
9/14/2020,2020,9,14,595,6,540,1,25368,237,-0.3300825206301575,0.06812579503031357,-0.14147240295376962,-0.6537651867965169
9/15/2020,2020,9,15,634,10,595,6,26002,247,-0.08364392685472954,0.23637843600898667,-0.06437102235850725,-0.9099042766369941
9/16/2020,2020,9,16,684,4,634,10,26686,251,-0.3925783033059852,0.0821754902720988,-0.1150552019413468,-0.35179311675928254
9/17/2020,2020,9,17,749,18,684,4,27435,269,0.42994081853796784,0.5881674824627527,-0.18321530818379161,-0.6875360143009638
9/18/2020,2020,9,18,779,5,749,18,28214,274,-0.2832573222670747,0.18848701588698424,-0.019333591037629133,-0.43830863168843776
9/19/2020,2020,9,19,1006,11,779,5,29220,285,0.180703906135264,0.629411028106424,-0.923532058691749,-0.7390994227794722
